county,county_fips,place,place_fips,state_fips,Unnamed: 0,Agency,State,Months,Population,Violent crime total,Murder and nonnegligent Manslaughter,Forcible rape,Robbery,Aggravated assault,Property crime total,Burglary,Larceny-theft,Motor vehicle theft,Violent Crime rate,Murder and nonnegligent manslaughter rate,Forcible rape rate,Robbery rate,Aggravated assault rate,Property crime rate,Burglary rate,Larceny-theft rate,Motor vehicle theft rate,Extracted Name,name
,,,,34,5888,Passaic Twp Police Dept,NJ,12,8794.0,1.0,0,1.0,0,0,66.0,16,49.0,1,11.4,0.0,11.4,0.0,0.0,750.5,181.9,557.2,11.4,passaic twp,"passaic twp, nj"
,,longport borough,41370,34,5889,Longport Police Dept,NJ,12,898.0,1.0,0,1.0,0,0,4.0,1,3.0,0,111.4,0.0,111.4,0.0,0.0,445.4,111.4,334.1,0.0,longport,"longport, nj"
,,,,34,5890,Lopatcong Twp Police Dept,NJ,12,8028.0,2.0,0,0.0,1,1,80.0,13,64.0,3,24.9,0.0,0.0,12.5,12.5,996.5,161.9,797.2,37.4,lopatcong twp,"lopatcong twp, nj"
,,,,34,5891,Loudon Police Dept,NJ,12,5333.0,3.0,0,0.0,0,3,150.0,20,126.0,4,56.3,0.0,0.0,0.0,56.3,2812.7,375.0,2362.6,75.0,loudon,"loudon, nj"
,,,,34,5892,Lower Alloways Creek Twp Police Dept,NJ,12,1773.0,1.0,0,0.0,0,1,28.0,6,19.0,3,56.4,0.0,0.0,0.0,56.4,1579.2,338.4,1071.6,169.2,lower alloways creek twp,"lower alloways creek twp, nj"
,,,,34,5893,Lower Twp Police Dept,NJ,12,22819.0,28.0,2,1.0,7,18,615.0,163,441.0,11,122.7,8.8,4.4,30.7,78.9,2695.1,714.3,1932.6,48.2,lower twp,"lower twp, nj"
,,lumberton township,42060,34,5894,Lumberton Police Dept,NJ,12,12645.0,14.0,0,1.0,4,9,326.0,45,269.0,12,110.7,0.0,7.9,31.6,71.2,2578.1,355.9,2127.3,94.9,lumberton,"lumberton, nj"
,,,,34,5895,Lyndhurst Twp Police Dept,NJ,12,20791.0,13.0,1,0.0,6,6,281.0,51,213.0,17,62.5,4.8,0.0,28.9,28.9,1351.5,245.3,1024.5,81.8,lyndhurst twp,"lyndhurst twp, nj"
,,madison borough,42510,34,5896,Madison Police Dept,NJ,12,2496.0,1.0,0,1.0,0,0,28.0,6,22.0,0,40.1,0.0,40.1,0.0,0.0,1121.8,240.4,881.4,0.0,madison,"madison, nj"
,,,,34,5897,Madison Boro Police Dept,NJ,12,16002.0,7.0,0,0.0,1,6,106.0,18,85.0,3,43.7,0.0,0.0,6.2,37.5,662.4,112.5,531.2,18.7,madison boro,"madison boro, nj"
,,magnolia borough,42630,34,5898,Magnolia Police Dept,NJ,12,4359.0,15.0,0,0.0,4,11,120.0,38,74.0,8,344.1,0.0,0.0,91.8,252.4,2752.9,871.8,1697.6,183.5,magnolia,"magnolia, nj"
,,,,34,5899,Mahwah Twp Police Dept,NJ,12,26170.0,3.0,1,0.0,0,2,120.0,13,99.0,8,11.5,3.8,0.0,0.0,7.6,458.5,49.7,378.3,30.6,mahwah twp,"mahwah twp, nj"
,,,,34,5900,Manalapan Twp Police Dept,NJ,12,39105.0,23.0,0,0.0,9,14,353.0,98,235.0,20,58.8,0.0,0.0,23.0,35.8,902.7,250.6,600.9,51.1,manalapan twp,"manalapan twp, nj"
,,manasquan borough,43050,34,5901,Manasquan Police Dept,NJ,12,5932.0,13.0,0,4.0,1,8,190.0,28,160.0,2,219.2,0.0,67.4,16.9,134.9,3203.0,472.0,2697.2,33.7,manasquan,"manasquan, nj"
,,manchester township,43140,34,5902,Manchester Police Dept,NJ,12,110040.0,624.0,1,72.0,205,346,3848.0,849,2848.0,151,567.1,0.9,65.4,186.3,314.4,3496.9,771.5,2588.1,137.2,manchester,"manchester, nj"
,,,,34,5903,Manchester Twp Police Dept,NJ,12,43491.0,20.0,0,0.0,1,19,457.0,199,255.0,3,46.0,0.0,0.0,2.3,43.7,1050.8,457.6,586.3,6.9,manchester twp,"manchester twp, nj"
,,,,34,5904,Mandan City Police Dept,NJ,12,18932.0,50.0,2,9.0,5,34,515.0,51,420.0,44,264.1,10.6,47.5,26.4,179.6,2720.3,269.4,2218.5,232.4,mandan city,"mandan city, nj"
,,,,34,5905,Mansfield Twp (Burlington Co) Police Dept,NJ,12,8603.0,2.0,0,0.0,1,1,108.0,12,92.0,4,23.2,0.0,0.0,11.6,11.6,1255.4,139.5,1069.4,46.5,mansfield twp (burlington co),"mansfield twp (burlington co), nj"
,,,,34,5906,Mansfield Twp (Warren Co) Police Dept,NJ,12,7739.0,6.0,0,0.0,0,6,242.0,30,211.0,1,77.5,0.0,0.0,0.0,77.5,3127.0,387.6,2726.5,12.9,mansfield twp (warren co),"mansfield twp (warren co), nj"
,,,,34,5907,Mantoloking Boro Police Dept,NJ,12,299.0,1.0,0,0.0,0,1,23.0,1,22.0,0,334.4,0.0,0.0,0.0,334.4,7692.3,334.4,7357.9,0.0,mantoloking boro,"mantoloking boro, nj"
,,,,34,5908,Mantua Twp Police Dept,NJ,12,15334.0,12.0,0,1.0,2,9,252.0,53,192.0,7,78.3,0.0,6.5,13.0,58.7,1643.4,345.6,1252.1,45.7,mantua twp,"mantua twp, nj"
,,,,34,5909,Manville Boro Police Dept,NJ,12,10443.0,5.0,0,0.0,3,2,208.0,31,164.0,13,47.9,0.0,0.0,28.7,19.2,1991.8,296.8,1570.4,124.5,manville boro,"manville boro, nj"
,,maple shade township,43740,34,5910,Maple Shade Police Dept,NJ,12,19261.0,35.0,0,4.0,12,19,467.0,177,243.0,47,181.7,0.0,20.8,62.3,98.6,2424.6,919.0,1261.6,244.0,maple shade,"maple shade, nj"
,,maplewood township,43800,34,5911,Maplewood Police Dept,NJ,12,24022.0,45.0,2,0.0,30,13,519.0,112,361.0,46,187.3,8.3,0.0,124.9,54.1,2160.5,466.2,1502.8,191.5,maplewood,"maplewood, nj"
,,margate city city,43890,34,5912,Margate City Police Dept,NJ,12,6380.0,1.0,0,0.0,0,1,187.0,21,165.0,1,15.7,0.0,0.0,0.0,15.7,2931.0,329.2,2586.2,15.7,margate city,"margate city, nj"
,,,,34,5913,Marlboro Twp Police Dept,NJ,12,40430.0,17.0,0,1.0,5,11,321.0,84,227.0,10,42.0,0.0,2.5,12.4,27.2,794.0,207.8,561.5,24.7,marlboro twp,"marlboro twp, nj"
,,,,34,5914,Marlborough Police Dept,NJ,12,2060.0,0.0,0,0.0,0,0,29.0,11,17.0,1,0.0,0.0,0.0,0.0,0.0,1407.8,534.0,825.2,48.5,marlborough,"marlborough, nj"
,,matawan borough,44520,34,5915,Matawan Police Dept,NJ,12,8862.0,9.0,0,0.0,5,4,95.0,36,56.0,3,101.6,0.0,0.0,56.4,45.1,1072.0,406.2,631.9,33.9,matawan,"matawan, nj"
,,maywood borough,44880,34,5916,Maywood Police Dept,NJ,12,9665.0,5.0,0,1.0,2,2,114.0,43,66.0,5,51.7,0.0,10.3,20.7,20.7,1179.5,444.9,682.9,51.7,maywood,"maywood, nj"
,,,,34,5917,Mchenry County Sheriff Office,NJ,12,,2.0,0,0.0,0,2,44.0,11,27.0,6,,,,,,,,,,mchenry county,"mchenry county, nj"
,,,,34,5918,Mcintosh County Sheriff Office,NJ,12,,0.0,0,0.0,0,0,5.0,2,3.0,0,,,,,,,,,,mcintosh county,"mcintosh county, nj"
,,,,34,5919,Mckenzie County Sheriff Office,NJ,12,,8.0,0,0.0,1,7,86.0,7,74.0,5,,,,,,,,,,mckenzie county,"mckenzie county, nj"
,,,,34,5920,Mclean County Sheriff Department,NJ,12,,8.0,0,1.0,1,6,127.0,37,77.0,13,,,,,,,,,,mclean county,"mclean county, nj"
,,,,34,5921,Medford Lakes Boro Police Dept,NJ,12,4173.0,0.0,0,0.0,0,0,30.0,12,18.0,0,0.0,0.0,0.0,0.0,0.0,718.9,287.6,431.3,0.0,medford lakes boro,"medford lakes boro, nj"
,,,,34,5922,Medford Twp Police Dept,NJ,12,23191.0,17.0,0,7.0,1,9,267.0,59,201.0,7,73.3,0.0,30.2,4.3,38.8,1151.3,254.4,866.7,30.2,medford twp,"medford twp, nj"
,,,,34,5923,Medora Police Dept,NJ,12,119.0,0.0,0,0.0,0,0,2.0,1,1.0,0,0.0,0.0,0.0,0.0,0.0,1680.7,840.3,840.3,0.0,medora,"medora, nj"
,,,,34,5924,Mendham Boro Police Dept,NJ,12,5033.0,1.0,0,1.0,0,0,27.0,3,21.0,3,19.9,0.0,19.9,0.0,0.0,536.5,59.6,417.2,59.6,mendham boro,"mendham boro, nj"
,,,,34,5925,Mendham Twp Police Dept,NJ,12,5931.0,1.0,0,0.0,0,1,19.0,12,6.0,1,16.9,0.0,0.0,0.0,16.9,320.4,202.3,101.2,16.9,mendham twp,"mendham twp, nj"
mercer county,021,,,34,5926,Mercer County Sheriff Office,NJ,12,,1.0,0,0.0,0,1,26.0,6,17.0,3,,,,,,,,,,mercer county,"mercer county, nj"
,,merchantville borough,45510,34,5927,Merchantville Police Dept,NJ,12,3837.0,6.0,0,0.0,2,4,101.0,29,66.0,6,156.4,0.0,0.0,52.1,104.2,2632.3,755.8,1720.1,156.4,merchantville,"merchantville, nj"
,,,,34,5928,Meredith Police Dept,NJ,12,6267.0,9.0,0,2.0,0,7,189.0,38,147.0,4,143.6,0.0,31.9,0.0,111.7,3015.8,606.4,2345.6,63.8,meredith,"meredith, nj"
,,,,34,5929,Merrimack Police Dept,NJ,12,25606.0,6.0,0,0.0,1,5,223.0,33,181.0,9,23.4,0.0,0.0,3.9,19.5,870.9,128.9,706.9,35.1,merrimack,"merrimack, nj"
,,metuchen borough,45690,34,5930,Metuchen Police Dept,NJ,12,13715.0,11.0,0,0.0,5,6,197.0,38,149.0,10,80.2,0.0,0.0,36.5,43.7,1436.4,277.1,1086.4,72.9,metuchen,"metuchen, nj"
,,,,34,5931,Middle Twp Police Dept,NJ,12,18875.0,47.0,0,4.0,12,31,898.0,184,677.0,37,249.0,0.0,21.2,63.6,164.2,4757.6,974.8,3586.8,196.0,middle twp,"middle twp, nj"
,,,,34,5932,Middlesex Boro Police Dept,NJ,12,13778.0,4.0,0,0.0,3,1,131.0,29,99.0,3,29.0,0.0,0.0,21.8,7.3,950.8,210.5,718.5,21.8,middlesex boro,"middlesex boro, nj"
,,,,34,5933,Middleton Town Police Dept,NJ,12,1798.0,7.0,0,0.0,0,7,22.0,10,12.0,0,389.3,0.0,0.0,0.0,389.3,1223.6,556.2,667.4,0.0,middleton town,"middleton town, nj"
,,,,34,5934,Middletown Twp Police Dept,NJ,12,66919.0,45.0,1,6.0,8,30,731.0,161,555.0,15,67.2,1.5,9.0,12.0,44.8,1092.4,240.6,829.4,22.4,middletown twp,"middletown twp, nj"
,,,,34,5935,Midland Park Boro Police Dept,NJ,12,7211.0,4.0,0,1.0,0,3,56.0,5,51.0,0,55.5,0.0,13.9,0.0,41.6,776.6,69.3,707.3,0.0,midland park boro,"midland park boro, nj"
,,milford borough,46260,34,5936,Milford Police Dept,NJ,12,15181.0,32.0,0,3.0,8,21,333.0,43,275.0,15,210.8,0.0,19.8,52.7,138.3,2193.5,283.2,1811.5,98.8,milford,"milford, nj"
,,millburn township,46380,34,5937,Millburn Police Dept,NJ,12,20279.0,8.0,0,0.0,2,6,566.0,66,485.0,15,39.4,0.0,0.0,9.9,29.6,2791.1,325.5,2391.6,74.0,millburn,"millburn, nj"
,,milltown borough,46620,34,5938,Milltown Police Dept,NJ,12,6966.0,10.0,0,0.0,3,7,80.0,10,70.0,0,143.6,0.0,0.0,43.1,100.5,1148.4,143.6,1004.9,0.0,milltown,"milltown, nj"
,,millville city,46680,34,5939,Millville Police Dept,NJ,12,28651.0,248.0,2,14.0,94,138,2083.0,506,1533.0,44,865.6,7.0,48.9,328.1,481.7,7270.3,1766.1,5350.6,153.6,millville,"millville, nj"
,,,,34,5940,Milton Police Dept,NJ,12,4636.0,14.0,0,4.0,0,10,89.0,30,53.0,6,302.0,0.0,86.3,0.0,215.7,1919.8,647.1,1143.2,129.4,milton,"milton, nj"
,,,,34,5941,Mine Hill Twp Police Dept,NJ,12,3690.0,1.0,0,1.0,0,0,46.0,12,31.0,3,27.1,0.0,27.1,0.0,0.0,1246.6,325.2,840.1,81.3,mine hill twp,"mine hill twp, nj"
,,,,34,5942,Minot Police Dept,NJ,12,43460.0,101.0,0,20.0,6,75,763.0,78,605.0,80,232.4,0.0,46.0,13.8,172.6,1755.6,179.5,1392.1,184.1,minot,"minot, nj"
,,monmouth beach borough,47130,34,5943,Monmouth Beach Police Dept,NJ,12,3298.0,1.0,0,1.0,0,0,42.0,7,30.0,5,30.3,0.0,30.3,0.0,0.0,1273.5,212.2,909.6,151.6,monmouth beach,"monmouth beach, nj"
,,,,34,5944,Monroe Twp (Gloucester Co) Police Dept,NJ,12,36410.0,34.0,0,1.0,11,22,881.0,281,569.0,31,93.4,0.0,2.7,30.2,60.4,2419.7,771.8,1562.8,85.1,monroe twp (gloucester co),"monroe twp (gloucester co), nj"
,,,,34,5945,Monroe Twp (Middlesex Co) Police Dept,NJ,12,39539.0,22.0,0,1.0,3,18,245.0,67,169.0,9,55.6,0.0,2.5,7.6,45.5,619.6,169.5,427.4,22.8,monroe twp (middlesex co),"monroe twp (middlesex co), nj"
,,,,34,5946,Mont Vernon Police Dept,NJ,12,2420.0,2.0,0,1.0,0,1,16.0,4,10.0,2,82.6,0.0,41.3,0.0,41.3,661.2,165.3,413.2,82.6,mont vernon,"mont vernon, nj"
,,,,34,5947,Montclair Twp Police Dept,NJ,12,37912.0,49.0,2,4.0,26,17,680.0,220,419.0,41,129.2,5.3,10.6,68.6,44.8,1793.6,580.3,1105.2,108.1,montclair twp,"montclair twp, nj"
,,,,34,5948,Montgomery Twp Police Dept,NJ,12,22464.0,3.0,0,1.0,0,2,132.0,29,99.0,4,13.4,0.0,4.5,0.0,8.9,587.6,129.1,440.7,17.8,montgomery twp,"montgomery twp, nj"
,,montvale borough,47610,34,5949,Montvale Police Dept,NJ,12,7935.0,4.0,0,0.0,1,3,25.0,5,19.0,1,50.4,0.0,0.0,12.6,37.8,315.1,63.0,239.4,12.6,montvale,"montvale, nj"
,,,,34,5950,Montville Twp Police Dept,NJ,12,21755.0,5.0,0,1.0,0,4,174.0,22,149.0,3,23.0,0.0,4.6,0.0,18.4,799.8,101.1,684.9,13.8,montville twp,"montville twp, nj"
,,moonachie borough,47700,34,5951,Moonachie Police Dept,NJ,12,2738.0,2.0,0,0.0,0,2,70.0,21,46.0,3,73.0,0.0,0.0,0.0,73.0,2556.6,767.0,1680.1,109.6,moonachie,"moonachie, nj"
,,,,34,5952,Moorestown Twp Police Dept,NJ,11,20868.0,17.0,0,5.0,7,5,464.0,64,378.0,22,,,,,,,,,,moorestown twp,"moorestown twp, nj"
,,morris plains borough,48210,34,5953,Morris Plains Police Dept,NJ,12,5588.0,1.0,0,0.0,0,1,70.0,9,59.0,2,17.9,0.0,0.0,0.0,17.9,1252.7,161.1,1055.8,35.8,morris plains,"morris plains, nj"
,,,,34,5954,Morris Twp Police Dept,NJ,12,22534.0,11.0,0,1.0,0,10,133.0,40,85.0,8,48.8,0.0,4.4,0.0,44.4,590.2,177.5,377.2,35.5,morris twp,"morris twp, nj"
,,morristown town,48300,34,5955,Morristown Police Dept,NJ,12,18601.0,85.0,0,4.0,24,57,353.0,82,255.0,16,457.0,0.0,21.5,129.0,306.4,1897.7,440.8,1370.9,86.0,morristown,"morristown, nj"
,,,,34,5956,Morton County Sheriff Department,NJ,12,,10.0,0,4.0,0,6,88.0,15,67.0,6,,,,,,,,,,morton county,"morton county, nj"
,,,,34,5957,Moultonboro Police Dept,NJ,12,4037.0,6.0,0,4.0,0,2,81.0,29,51.0,1,148.6,0.0,99.1,0.0,49.5,2006.4,718.4,1263.3,24.8,moultonboro,"moultonboro, nj"
,,,,34,5958,Mt Arlington Police Dept,NJ,12,5103.0,1.0,0,0.0,0,1,35.0,2,32.0,1,19.6,0.0,0.0,0.0,19.6,685.9,39.2,627.1,19.6,mt arlington,"mt arlington, nj"
,,,,34,5959,Mt Ephraim Police Dept,NJ,12,4696.0,9.0,0,2.0,3,4,136.0,20,110.0,6,191.7,0.0,42.6,63.9,85.2,2896.1,425.9,2342.4,127.8,mt ephraim,"mt ephraim, nj"
,,mount holly township,48900,34,5960,Mount Holly Police Dept,NJ,12,9602.0,34.0,0,0.0,11,23,300.0,54,228.0,18,354.1,0.0,0.0,114.6,239.5,3124.3,562.4,2374.5,187.5,mount holly,"mount holly, nj"
,,,,34,5961,Mt Laurel Twp Police Dep,NJ,12,42150.0,33.0,0,3.0,18,12,711.0,135,552.0,24,78.3,0.0,7.1,42.7,28.5,1686.8,320.3,1309.6,56.9,mt laurel twp police dep,"mt laurel twp police dep, nj"
,,,,34,5962,Mt Olive Twp Police Dept,NJ,12,28412.0,11.0,0,2.0,3,6,261.0,83,165.0,13,38.7,0.0,7.0,10.6,21.1,918.6,292.1,580.7,45.8,mt olive twp,"mt olive twp, nj"
,,mountain lakes borough,48480,34,5963,Mountain Lakes Police Dept,NJ,12,4205.0,0.0,0,0.0,0,0,35.0,6,26.0,3,0.0,0.0,0.0,0.0,0.0,832.3,142.7,618.3,71.3,mountain lakes,"mountain lakes, nj"
,,mountainside borough,48510,34,5964,Mountainside Police Dept,NJ,12,6754.0,1.0,0,0.0,0,1,65.0,16,42.0,7,14.8,0.0,0.0,0.0,14.8,962.4,236.9,621.9,103.6,mountainside,"mountainside, nj"
,,,,34,5965,Mountrail County Sheriff Department,NJ,12,,14.0,4,0.0,0,10,114.0,17,72.0,25,,,,,,,,,,mountrail county,"mountrail county, nj"
,,,,34,5966,Mullica Twp Police Dept,NJ,12,6174.0,5.0,1,0.0,0,4,129.0,65,59.0,5,81.0,16.2,0.0,0.0,64.8,2089.4,1052.8,955.6,81.0,mullica twp,"mullica twp, nj"
,,,,34,5967,Napoleon Police Dept,NJ,12,808.0,0.0,0,0.0,0,0,8.0,1,7.0,0,0.0,0.0,0.0,0.0,0.0,990.1,123.8,866.3,0.0,napoleon,"napoleon, nj"
,,,,34,5968,Nashua Police Dept,NJ,12,86870.0,204.0,0,37.0,48,119,2361.0,375,1902.0,84,234.8,0.0,42.6,55.3,137.0,2717.9,431.7,2189.5,96.7,nashua,"nashua, nj"
,,,,34,5969,National Park Boro Police Dept,NJ,12,3060.0,13.0,0,1.0,4,8,84.0,23,57.0,4,424.8,0.0,32.7,130.7,261.4,2745.1,751.6,1862.7,130.7,national park boro,"national park boro, nj"
,,,,34,5970,Nelson County Sheriff Department,NJ,12,,4.0,0,0.0,0,4,30.0,11,11.0,8,,,,,,,,,,nelson county,"nelson county, nj"
,,neptune city borough,49920,34,5971,Neptune City Police Dept,NJ,12,4897.0,8.0,1,0.0,2,5,157.0,22,132.0,3,163.4,20.4,0.0,40.8,102.1,3206.0,449.3,2695.5,61.3,neptune city,"neptune city, nj"
,,,,34,5972,Neptune Twp Police Dept,NJ,12,28101.0,152.0,0,16.0,55,81,1372.0,298,1026.0,48,540.9,0.0,56.9,195.7,288.2,4882.4,1060.5,3651.1,170.8,neptune twp,"neptune twp, nj"
,,netcong borough,50130,34,5973,Netcong Police Dept,NJ,12,3266.0,4.0,0,0.0,0,4,79.0,14,61.0,4,122.5,0.0,0.0,0.0,122.5,2418.9,428.7,1867.7,122.5,netcong,"netcong, nj"
,,,,34,5974,New Boston Police Dept,NJ,12,5345.0,2.0,0,0.0,0,2,45.0,20,24.0,1,37.4,0.0,0.0,0.0,37.4,841.9,374.2,449.0,18.7,new boston,"new boston, nj"
,,new brunswick city,51210,34,5975,New Brunswick Police Dept,NJ,12,55717.0,382.0,8,24.0,216,134,1511.0,557,871.0,83,685.6,14.4,43.1,387.7,240.5,2711.9,999.7,1563.3,149.0,new brunswick,"new brunswick, nj"
,,,,34,5976,New Durham Police Dept,NJ,12,2659.0,4.0,0,0.0,0,4,46.0,18,28.0,0,150.4,0.0,0.0,0.0,150.4,1730.0,676.9,1053.0,0.0,new durham,"new durham, nj"
,,,,34,5977,New Hampton Police Dept,NJ,12,2174.0,1.0,0,1.0,0,0,68.0,8,59.0,1,46.0,0.0,46.0,0.0,0.0,3127.9,368.0,2713.9,46.0,new hampton,"new hampton, nj"
,,,,34,5978,New Hanover Twp Police Dept,NJ,12,7432.0,0.0,0,0.0,0,0,9.0,4,5.0,0,0.0,0.0,0.0,0.0,0.0,121.1,53.8,67.3,0.0,new hanover twp,"new hanover twp, nj"
,,,,34,5979,New Ipswich Police Dept,NJ,12,5123.0,0.0,0,0.0,0,0,22.0,7,14.0,1,0.0,0.0,0.0,0.0,0.0,429.4,136.6,273.3,19.5,new ipswich,"new ipswich, nj"
,,,,34,5980,New London Police Dept,NJ,12,4407.0,0.0,0,0.0,0,0,38.0,9,28.0,1,0.0,0.0,0.0,0.0,0.0,862.3,204.2,635.4,22.7,new london,"new london, nj"
,,new milford borough,51660,34,5981,New Milford Police Dept,NJ,12,16529.0,3.0,0,0.0,1,2,98.0,23,74.0,1,18.1,0.0,0.0,6.0,12.1,592.9,139.1,447.7,6.0,new milford,"new milford, nj"
,,new providence borough,51810,34,5982,New Providence Police Dept,NJ,12,12298.0,2.0,0,0.0,1,1,85.0,17,64.0,4,16.3,0.0,0.0,8.1,8.1,691.2,138.2,520.4,32.5,new providence,"new providence, nj"
,,newark city,51000,34,5983,Newark Police Dept,NJ,12,278906.0,3220.0,96,55.0,1976,1093,10199.0,2144,4093.0,3962,1154.5,34.4,19.7,708.5,391.9,3656.8,768.7,1467.5,1420.6,newark,"newark, nj"
,,,,34,5984,Newbury Police Dept,NJ,12,2078.0,0.0,0,0.0,0,0,22.0,11,11.0,0,0.0,0.0,0.0,0.0,0.0,1058.7,529.4,529.4,0.0,newbury,"newbury, nj"
,,newfield borough,51390,34,5985,Newfield Police Dept,NJ,12,1566.0,1.0,0,0.0,0,1,22.0,7,14.0,1,63.9,0.0,0.0,0.0,63.9,1404.9,447.0,894.0,63.9,newfield,"newfield, nj"
,,,,34,5986,Newfields Police Dept,NJ,12,1688.0,0.0,0,0.0,0,0,18.0,7,11.0,0,0.0,0.0,0.0,0.0,0.0,1066.4,414.7,651.7,0.0,newfields,"newfields, nj"
,,,,34,5987,Newington Police Dept,NJ,12,756.0,1.0,0,0.0,1,0,241.0,7,234.0,0,132.3,0.0,0.0,132.3,0.0,31878.3,925.9,30952.4,0.0,newington,"newington, nj"
,,,,34,5988,Newport Police Dept,NJ,12,6476.0,17.0,0,6.0,0,11,289.0,58,219.0,12,262.5,0.0,92.6,0.0,169.9,4462.6,895.6,3381.7,185.3,newport,"newport, nj"
,,newton town,51930,34,5989,Newton Police Dept,NJ,12,4628.0,1.0,0,0.0,0,1,70.0,11,57.0,2,21.6,0.0,0.0,0.0,21.6,1512.5,237.7,1231.6,43.2,newton,"newton, nj"
,,newton town,51930,34,5990,Newton Police Dept,NJ,12,7999.0,8.0,1,0.0,5,2,154.0,33,120.0,1,100.0,12.5,0.0,62.5,25.0,1925.2,412.6,1500.2,12.5,newton,"newton, nj"
,,north arlington borough,52320,34,5991,North Arlington Police Dept,NJ,12,15570.0,9.0,0,0.0,2,7,194.0,26,146.0,22,57.8,0.0,0.0,12.8,45.0,1246.0,167.0,937.7,141.3,north arlington,"north arlington, nj"
,,,,34,5992,North Bergen Twp Police Dept,NJ,12,61747.0,89.0,2,7.0,36,44,731.0,124,496.0,111,144.1,3.2,11.3,58.3,71.3,1183.9,200.8,803.3,179.8,north bergen twp,"north bergen twp, nj"
,,,,34,5993,North Brunswick Twp Police Dept,NJ,12,41163.0,51.0,0,2.0,26,23,729.0,219,478.0,32,123.9,0.0,4.9,63.2,55.9,1771.0,532.0,1161.2,77.7,north brunswick twp,"north brunswick twp, nj"
,,,,34,5994,North Caldwell Boro Police Dept,NJ,12,6223.0,1.0,0,0.0,0,1,17.0,4,10.0,3,16.1,0.0,0.0,0.0,16.1,273.2,64.3,160.7,48.2,north caldwell boro,"north caldwell boro, nj"
,,north haledon borough,53040,34,5995,North Haledon Police Dept,NJ,12,8474.0,2.0,0,0.0,1,1,74.0,32,39.0,3,23.6,0.0,0.0,11.8,11.8,873.3,377.6,460.2,35.4,north haledon,"north haledon, nj"
,,,,34,5996,North Hampton Police Dept,NJ,12,4323.0,4.0,0,1.0,1,2,73.0,10,63.0,0,92.5,0.0,23.1,23.1,46.3,1688.6,231.3,1457.3,0.0,north hampton,"north hampton, nj"
,,,,34,5997,North Hanover Twp Police Dept,NJ,12,7730.0,1.0,0,0.0,0,1,55.0,15,37.0,3,12.9,0.0,0.0,0.0,12.9,711.5,194.0,478.7,38.8,north hanover twp,"north hanover twp, nj"
,,north plainfield borough,53280,34,5998,North Plainfield Police Dept,NJ,12,22143.0,49.0,1,2.0,20,26,409.0,114,282.0,13,221.3,4.5,9.0,90.3,117.4,1847.1,514.8,1273.5,58.7,north plainfield,"north plainfield, nj"
,,north wildwood city,53490,34,5999,North Wildwood Police Dept,NJ,12,4033.0,23.0,0,1.0,3,19,351.0,80,271.0,0,570.3,0.0,24.8,74.4,471.1,8703.2,1983.6,6719.6,0.0,north wildwood,"north wildwood, nj"
,,northfield city,52950,34,6000,Northfield Police Dept,NJ,12,4842.0,9.0,0,2.0,1,6,121.0,22,90.0,9,185.9,0.0,41.3,20.7,123.9,2499.0,454.4,1858.7,185.9,northfield,"northfield, nj"
,,northfield city,52950,34,6001,Northfield Police Dept,NJ,12,8658.0,1.0,0,0.0,1,0,92.0,19,71.0,2,11.6,0.0,0.0,11.6,0.0,1062.6,219.5,820.1,23.1,northfield,"northfield, nj"
,,,,34,6002,Northumberland Police Dept,NJ,12,2264.0,2.0,0,0.0,0,2,36.0,12,23.0,1,88.3,0.0,0.0,0.0,88.3,1590.1,530.0,1015.9,44.2,northumberland,"northumberland, nj"
,,northvale borough,53430,34,6003,Northvale Police Dept,NJ,12,4692.0,3.0,0,0.0,1,2,24.0,1,23.0,0,63.9,0.0,0.0,21.3,42.6,511.5,21.3,490.2,0.0,northvale,"northvale, nj"
,,,,34,6004,Northwood Police Dept,NJ,12,963.0,1.0,0,0.0,0,1,8.0,2,6.0,0,103.8,0.0,0.0,0.0,103.8,830.7,207.7,623.1,0.0,northwood,"northwood, nj"
,,,,34,6005,Northwood Police Dept,NJ,12,4263.0,10.0,0,2.0,0,8,95.0,18,65.0,12,234.6,0.0,46.9,0.0,187.7,2228.5,422.2,1524.7,281.5,northwood,"northwood, nj"
,,norwood borough,53610,34,6006,Norwood Police Dept,NJ,12,5776.0,1.0,0,0.0,0,1,27.0,4,22.0,1,17.3,0.0,0.0,0.0,17.3,467.5,69.3,380.9,17.3,norwood,"norwood, nj"
,,,,34,6007,Nottingham Police Dept,NJ,12,4811.0,4.0,0,1.0,0,3,49.0,11,34.0,4,83.1,0.0,20.8,0.0,62.4,1018.5,228.6,706.7,83.1,nottingham,"nottingham, nj"
,,,,34,6008,Nutley Twp Police Dept,NJ,12,28554.0,22.0,0,1.0,6,15,301.0,82,196.0,23,77.0,0.0,3.5,21.0,52.5,1054.1,287.2,686.4,80.5,nutley twp,"nutley twp, nj"
,,oakland borough,53850,34,6009,Oakland Police Dept,NJ,12,12899.0,8.0,0,0.0,0,8,109.0,16,88.0,5,62.0,0.0,0.0,0.0,62.0,845.0,124.0,682.2,38.8,oakland,"oakland, nj"
,,oaklyn borough,53880,34,6010,Oaklyn Police Dept,NJ,12,4055.0,4.0,0,0.0,3,1,128.0,34,89.0,5,98.6,0.0,0.0,74.0,24.7,3156.6,838.5,2194.8,123.3,oaklyn,"oaklyn, nj"
